LaptopId,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
305,323,hp,probook 450,notebook,15.6,ips panel full hd 1366x768,intel core i7 8550u 1.8ghz,8gb,1tb hdd,intel uhd graphics 620,windows 10,2.1kg,902.0
306,49,asus,x751nv-ty001t ,notebook,17.3,1366x768,intel pentium quad core n4200 1.1ghz,4gb,1tb hdd,nvidia geforce 920mx,windows 10,2.8kg,466.0
307,359,dell,latitude 7480,notebook,14.0,full hd 1920x1080,intel core i5 7300u 2.6ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.36kg,1427.0
308,236,acer,aspire a315-51,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4gb,1tb hdd,intel hd graphics 520,linux,2.1kg,390.0
309,43,acer,aspire a515-51g,notebook,15.6,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,256gb ssd,intel uhd graphics 620,windows 10,2.2kg,682.0
310,1036,hp,probook 450,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,2.04kg,742.0
311,6,apple,macbook pro,ultrabook,15.4,ips panel retina display 2880x1800,intel core i7 2.2ghz,16gb,256gb flash storage,intel iris pro graphics,mac os x,2.04kg,2139.97
312,642,lenovo,thinkpad x1,ultrabook,14.0,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows 10,1.14kg,2450.0
313,1180,lenovo,thinkpad x1,2 in 1 convertible,14.0,ips panel touchscreen 2560x1440,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.36kg,1637.0
314,786,msi,gl62m ,gaming,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 1050,windows 10,2.2kg,1089.0
315,1025,hp,elitebook 820,ultrabook,12.5,1366x768,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,1.26kg,1559.0
316,1209,asus,rog strix,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce 1070,windows 10,2.2kg,2449.0
317,532,asus,zenbook ux510uw-fi095t,notebook,15.6,ips panel 4k ultra hd 3840x2160,intel core i7 7500u 2.7ghz,8gb,256gb ssd +  1tb hdd,nvidia geforce 960m,windows 10,2kg,1299.0
318,678,lg,gram 15z975,ultrabook,15.6,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,512gb ssd,intel hd graphics 620,windows 10,1.09kg,2299.0
319,101,hp,15-bw000nv ,notebook,15.6,full hd 1920x1080,amd e2 9000e 1.5ghz,4gb,500gb hdd,amd radeon r2,windows 10,2.1kg,349.0
320,1167,lenovo,320-15isk ,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2.0ghz,4gb,1tb hdd,nvidia geforce 920mx,windows 10,2.2kg,468.0
321,442,lenovo,thinkpad x270,ultrabook,12.5,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.36kg,1429.0
322,758,dell,alienware 17,gaming,15.6,ips panel 4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce 1070,windows 10,4.42kg,2868.99
323,841,dell,alienware 17,gaming,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,32gb,512gb ssd +  1tb hdd,nvidia geforce 1070,windows 10,4.42kg,3072.89
324,843,dell,vostro 3568,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8gb,128gb ssd,intel hd graphics 620,windows 10,2.18kg,713.99
325,298,lenovo,ideapad 310-15abr,notebook,15.6,full hd 1920x1080,amd a10 9600p 2.4ghz,6gb,1tb hdd,amd radeon r5 430,windows 10,2.4kg,499.0
326,1284,lenovo,yoga 500-14isk,2 in 1 convertible,14.0,ips panel full hd / touchscreen 1920x1080,intel core i7 6500u 2.5ghz,4gb,128gb ssd,intel hd graphics 520,windows 10,1.8kg,638.0
327,949,acer,chromebook 14,notebook,14.0,1366x768,intel celeron dual core n3060 1.6ghz,4gb,32gb flash storage,intel hd graphics 400,chrome os,1.68kg,349.0
328,346,hp,stream 14-ax001nv,notebook,14.0,1366x768,intel celeron dual core n3060 1.6ghz,2gb,32gb flash storage,intel hd graphics 400,windows 10,1.44kg,279.0
329,1224,dell,inspiron 5578,2 in 1 convertible,15.0,full hd / touchscreen 1920x1080,intel core i3 7100u 2.4ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,2.08kg,509.0
330,487,dell,xps 15,notebook,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,512gb ssd,nvidia geforce 1050,windows 10,2.06kg,1899.0
331,1027,hp,probook 640,notebook,14.0,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,1.95kg,1060.0
332,478,dell,inspiron 3576,notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,1tb hdd,amd radeon 520,windows 10,2.2kg,675.0
333,806,toshiba,satellite pro,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,2.1kg,780.0
334,1237,dell,vostro 3559,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 7,2.24kg,737.0
335,823,msi,gl62m 7rd,gaming,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce 1050,windows 10,2.4kg,1199.0
336,980,dell,inspiron 7579,2 in 1 convertible,15.6,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,12gb,512gb ssd,intel hd graphics 620,windows 10,2.19kg,1299.0
337,608,lenovo,yoga 720-15ikb,2 in 1 convertible,15.6,ips panel full hd / touchscreen 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd,intel hd graphics 630,windows 10,2kg,1299.0
338,506,asus,zenbook ux510ux-cn211t,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd +  1tb hdd,intel hd graphics 620,windows 10,2kg,1224.0
339,1023,hp,probook 440,notebook,14.0,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,1.64kg,1185.43
340,1076,lenovo,ideapad 700-15isk,notebook,15.6,ips panel full hd 1920x1080,intel core i5 6300hq 2.3ghz,4gb,1tb hdd,nvidia geforce 950m,windows 10,2.3kg,977.0
341,1020,dell,inspiron 5568,2 in 1 convertible,15.6,ips panel full hd / touchscreen 1920x1080,intel core i3 6100u 2.3ghz,4gb,1tb hdd,intel hd graphics 520,windows 10,2.08kg,795.99
342,906,hp,elitebook 820,netbook,12.5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows 10,1.26kg,1483.0
343,529,dell,latitude 5580,notebook,15.6,full hd 1920x1080,intel core i5 7440hq 2.8ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.9kg,1377.0
344,908,lenovo,ideapad y700-15isk,notebook,15.6,ips panel full hd 1920x1080,intel core i5 6300hq 2.3ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 960m,windows 10,2.6kg,789.0
345,1285,lenovo,yoga 900-13isk,2 in 1 convertible,13.3,ips panel quad hd+ / touchscreen 3200x1800,intel core i7 6500u 2.5ghz,16gb,512gb ssd,intel hd graphics 520,windows 10,1.3kg,1499.0
346,932,hp,250 g6,notebook,15.6,1366x768,intel celeron dual core n3060 1.6ghz,4gb,1tb hdd,intel hd graphics 400,no os,1.86kg,288.9
347,989,dell,latitude 5480,notebook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,128gb ssd,intel hd graphics 620,windows 10,1.6kg,1119.0
348,1275,asus,zenbook ux305ca-ubm1,ultrabook,13.3,ips panel full hd 1920x1080,intel core m m3-6y30 0.9ghz,8gb,512gb ssd,intel hd graphics 515,windows 10,1.2kg,729.0
349,126,hp,probook 440,notebook,14.0,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,1tb hdd,intel uhd graphics 620,windows 10,1.63kg,812.0
350,517,asus,rog zephyrus,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,24gb,512gb ssd,nvidia geforce 1080,windows 10,2.24kg,2968.0
351,458,microsoft,surface laptop,ultrabook,13.5,touchscreen 2256x1504,intel core i7 7660u 2.5ghz,8gb,256gb ssd,intel iris plus graphics 640,windows 10 s,1.25kg,1799.0
352,190,lenovo,thinkpad yoga,2 in 1 convertible,14.0,touchscreen 2560x1440,intel core i7 7500u 2.7ghz,16gb,1tb ssd,intel hd graphics 620,windows 10,1.42kg,2824.0
353,486,dell,precision 3520,workstation,15.6,ips panel full hd 1920x1080,intel core i7 6820hq 2.7ghz,16gb,512gb ssd,nvidia quadro m620,windows 10,2.17kg,2338.0
354,53,hp,probook 430,notebook,13.3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,512gb ssd,intel uhd graphics 620,windows 10,1.49kg,1103.0
355,1022,hp,spectre 13-v100nv,notebook,13.3,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.11kg,1149.0
356,689,lenovo,v110-15isk ,notebook,15.6,1366x768,intel celeron dual core 3855u 1.6ghz,4gb,500gb hdd,intel hd graphics 510,windows 10,2.1kg,318.0
357,1007,hp,elitebook 1040,ultrabook,14.0,full hd 1920x1080,intel core i7 6600u 2.6ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.43kg,1449.0
358,1129,hp,omen -,gaming,17.3,ips panel full hd 1920x1080,intel core i5 6300hq 2.3ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 1060,windows 10,3.35kg,1129.0
359,719,hp,probook 470,notebook,17.3,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,2.63kg,1200.0
360,948,dell,insprion 5767,notebook,17.3,1600x900,intel core i3 6006u 2.0ghz,4gb,1tb hdd,amd radeon r7 m445,windows 10,2.36kg,659.0
361,867,lenovo,thinkpad yoga,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.37kg,1950.0
362,1151,hp,15-ba015wm ,notebook,15.6,1366x768,amd e2 7110 1.8ghz,4gb,500gb hdd,amd radeon r2,windows 10,1.86kg,297.0
363,276,dell,inspiron 5770,notebook,17.3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,linux,2.8kg,1099.0
364,847,asus,zenbook ux310uq-gl026t,ultrabook,13.3,ips panel full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,512gb ssd,nvidia geforce 940m,windows 10,1.45kg,1026.0
365,1085,hp,elitebook 840,notebook,14.0,full hd 1920x1080,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 7,1.54kg,1030.99
366,1194,dell,inspiron 7378,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.6kg,1199.0
367,369,hp,elitebook 1040,ultrabook,14.0,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.36kg,1750.0
368,1008,hp,probook 440,notebook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,1.64kg,1049.26
369,332,asus,ux510ux-cn269t ,notebook,14.0,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd +  1tb hdd,intel hd graphics 620,windows 10,2kg,1334.0
370,435,asus,rog strix,gaming,17.3,full hd 1920x1080,amd ryzen 1600 3.2ghz,8gb,256gb ssd +  1tb hdd,amd radeon rx 580,windows 10,3.2kg,1695.0
371,504,lenovo,chromebook n23,netbook,11.6,1366x768,intel celeron dual core n3060 1.6ghz,4gb,16gb ssd,intel hd graphics 400,chrome os,1.25kg,265.0
372,837,toshiba,satellite pro,notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,2.0kg,669.0
373,213,lenovo,ideapad 320-15ikbn,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,no os,2.2kg,549.0
374,71,dell,inspiron 5370,ultrabook,13.3,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,amd radeon 530,windows 10,1.4kg,955.0
375,623,fujitsu,lifebook a557,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,2.2kg,799.0
376,583,dell,latitude 5580,notebook,15.6,full hd 1920x1080,intel core i7 7600u 2.8ghz,16gb,256gb ssd,nvidia geforce 930mx,windows 10,1.93kg,1537.39
377,572,hp,15-cd005nv ,notebook,15.6,ips panel full hd 1920x1080,amd a9 9420 3ghz,6gb,256gb ssd,amd radeon 530,windows 10,1.95kg,649.0
378,407,dell,latitude 7480,ultrabook,14.0,full hd 1920x1080,intel core i7 7600u 2.8ghz,8gb,512gb ssd,intel hd graphics,windows 10,1.36kg,1680.0
379,1260,lenovo,yoga 500-14ibd,2 in 1 convertible,14.0,full hd / touchscreen 1920x1080,intel core i5 6200u 2.3ghz,4gb,128gb ssd,intel hd graphics 520,windows 10,1.8kg,833.01
380,184,xiaomi,mi notebook,notebook,15.6,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,nvidia geforce 150mx,no os,1.95kg,1199.0
381,965,dell,inspiron 3567,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4gb,1tb hdd,amd radeon r5 m430,linux,2.25kg,465.62
382,1183,acer,aspire 3,notebook,15.6,1366x768,intel celeron dual core n3350 1.1ghz,4gb,500gb hdd,intel hd graphics 500,windows 10,2.1kg,333.0
383,571,hp,14-am079na ,notebook,14.0,1366x768,intel pentium quad core n3710 1.6ghz,8gb,2tb hdd,intel hd graphics 405,windows 10,1.94kg,389.0
384,945,lenovo,ideapad y700-15acz,gaming,15.6,ips panel full hd 1920x1080,amd fx 8800p 2.1ghz,16gb,512gb ssd +  1tb hdd,amd radeon r9 m385,windows 10,2.5kg,999.0
385,1176,lenovo,b51-80 ,notebook,15.6,full hd 1920x1080,intel core i7 6500u 2.5ghz,4gb,1.0tb hybrid,intel hd graphics 520,windows 7,2.32kg,825.0
386,558,hp,15-bw007nv ,notebook,15.6,ips panel full hd 1920x1080,amd a10 9620p 2.5ghz,6gb,128gb ssd,amd radeon 530,windows 10,1.91kg,568.9
387,1006,hp,probook 640,notebook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,1.95kg,1205.0
388,373,lenovo,ideapad 110-17acl,notebook,17.3,1600x900,amd a8 7410 2.2ghz,4gb,128gb ssd,amd radeon r5,windows 10,2.6kg,489.0
389,951,dell,latitude 7480,ultrabook,14.0,full hd 1920x1080,intel core i7 7600u 2.8ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.36kg,1775.0
390,107,asus,ux430uq-gv209r ,ultrabook,14.0,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,nvidia geforce 940mx,windows 10,1.3kg,1193.0
391,468,hp,omen 17-an006nv,gaming,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,12gb,1tb hdd,nvidia geforce 1060,windows 10,3.78kg,1699.0
392,548,hp,250 g6,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2.0ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,1.86kg,397.0
393,781,asus,rog g752vs-ba171t,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce 1070,windows 10,4.3kg,2350.0
394,1013,hp,elitebook 840,ultrabook,14.0,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.54kg,1887.21
395,167,dell,inspiron 5577,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 1050,windows 10,2.56kg,1060.49
396,743,lenovo,flex 5,2 in 1 convertible,14.0,full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.7kg,999.0
397,1230,lenovo,thinkpad yoga,netbook,12.5,ips panel full hd / touchscreen 1920x1080,intel core i7 6500u 2.5ghz,16gb,512gb ssd,intel hd graphics 520,windows 10,1.3kg,1650.0
398,861,hp,elitebook 850,notebook,15.6,full hd 1920x1080,intel core i5 7300u 2.6ghz,8gb,256gb ssd,amd radeon r7 m465,windows 10,1.84kg,1349.0
399,420,lenovo,yoga 720-15ikb,2 in 1 convertible,15.6,ips panel 4k ultra hd / touchscreen 3840x2160,intel core i7 7700hq 2.8ghz,16gb,512gb ssd,nvidia geforce 1050,windows 10,2kg,1899.0
400,2,hp,250 g6,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,no os,1.86kg,575.0
401,592,dell,inspiron 3179,2 in 1 convertible,11.6,touchscreen 1366x768,intel core m m3-7y30 2.2ghz,4gb,128gb ssd,intel hd graphics 615,windows 10,1.39kg,603.0
402,669,acer,aspire 3,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4gb,128gb ssd,intel hd graphics 520,linux,2.1kg,412.0
403,292,hp,17-bs037cl ,notebook,17.3,1600x900,intel core i3 6006u 2.0ghz,8gb,1tb hdd,intel hd graphics 520,windows 10,2.54kg,489.0
404,765,acer,travelmate p238-m,notebook,13.3,1366x768,intel core i5 6200u 2.3ghz,4gb,128gb ssd,intel hd graphics 520,windows 10,1.6kg,655.0
405,557,lenovo,ideapad 320-17ikb,notebook,17.3,1600x900,intel core i7 7500u 2.7ghz,6gb,128gb ssd +  1tb hdd,nvidia geforce 940mx,windows 10,2.8kg,949.0
406,940,hp,omen 17-w006na,gaming,17.3,ips panel full hd 1920x1080,intel core i5 6300hq 2.3ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 965m,windows 10,2.75kg,1399.0
407,296,acer,aspire a715-71g,notebook,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd,nvidia geforce 1050 ti,linux,2.5kg,979.0
408,889,lenovo,ideapad 110-17acl,notebook,17.3,1600x900,amd a4 7210 2.2ghz,4gb,500gb hdd,amd radeon r3,windows 10,2.8kg,379.0
409,161,acer,aspire a517-51g,notebook,17.3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,256gb ssd,nvidia geforce 150mx,windows 10,3kg,805.0
410,1297,asus,x556uj-xo044t ,notebook,15.6,1366x768,intel core i7 6500u 2.5ghz,4gb,500gb hdd,nvidia geforce 920m,windows 10,2.2kg,720.32
411,212,hp,15-bs018nq ,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2.0ghz,4gb,500gb hdd,intel hd graphics 520,no os,2.1kg,349.0
412,1146,hp,elitebook 820,ultrabook,12.5,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.26kg,2296.95
413,528,dell,inspiron 3567,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,500gb hdd,amd radeon r5 m430,windows 10,2.3kg,585.0
414,315,dell,inspiron 5570,notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,windows 10,2.33kg,844.0
415,339,dell,inspiron 7570,notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,nvidia geforce 940mx,windows 10,2kg,1142.75
416,666,dell,latitude 3580,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,windows 10,2.06kg,955.0
417,1212,msi,gs73vr stealth,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce 1060,windows 10,2.43kg,1948.99
418,537,hp,250 g6,notebook,15.6,full hd 1920x1080,intel pentium quad core n3710 1.6ghz,4gb,256gb ssd,intel hd graphics 405,windows 10,1.86kg,398.99
419,469,lenovo,thinkpad t460s,ultrabook,14.0,ips panel quad hd+ 2560x1440,intel core i7 6600u 2.6ghz,12gb,256gb ssd,intel hd graphics 520,windows 10,1.4kg,1858.0
420,646,acer,swift 3,ultrabook,14.0,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.8kg,919.0
421,119,asus,vivobook s15,notebook,15.6,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,nvidia geforce 940mx,windows 10,1.7kg,1118.0
422,229,hp,zbook 15u,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,amd firepro w4190m,windows 10,1.9kg,1269.0
423,851,asus,rog gl502vm-ds74,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce 1060,windows 10,2.1kg,1899.0
424,197,hp,probook 430,notebook,13.3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,512gb ssd,intel uhd graphics 620,windows 10,1.49kg,959.0
425,579,dell,inspiron 3567,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,amd radeon r5 m430,linux,2.2kg,749.01
426,766,asus,x751nv-ty001 ,notebook,17.3,1366x768,intel pentium quad core n4200 1.1ghz,4gb,1tb hdd,nvidia geforce 920mx,windows 10,2.8kg,470.34
427,542,hp,envy 13-ab020nr,ultrabook,13.3,ips panel quad hd+ 3200x1800,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.34kg,1145.0
428,238,asus,rog g703vi-e5062t,gaming,17.3,full hd 1920x1080,intel core i7 7820hk 2.9ghz,32gb,512gb ssd +  1tb hdd,nvidia geforce 1080,windows 10,4.7kg,3890.0
429,607,lenovo,ideapad 310-15ikb,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,6gb,1tb hdd,intel hd graphics 620,windows 10,2.4kg,564.0
430,21,lenovo,legion y520-15ikbn,gaming,15.6,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 1050,windows 10,2.5kg,999.0
431,93,dell,inspiron 7577,gaming,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce 1060,windows 10,2.65kg,1195.0
432,1248,lenovo,v510-15ikb ,notebook,15.6,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,no os,2.3kg,573.0
433,1045,hp,elitebook 850,notebook,15.6,full hd 1920x1080,intel core i5 6300u 2.4ghz,8gb,256gb ssd +  500gb hdd,intel hd graphics 520,windows 10,1.84kg,2103.34
434,993,lenovo,thinkpad t560,notebook,15.6,full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,2.3kg,1349.0
435,834,lenovo,thinkpad t470s,notebook,14.0,ips panel full hd 1920x1080,intel core i5 7300u 2.6ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.32kg,1650.0
436,492,asus,vivobook pro,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 1050,windows 10,1.99kg,1350.0
437,23,dell,inspiron 5379,2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.62kg,819.0
438,295,lenovo,legion y720-15ikb,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia geforce 1060,windows 10,3.2kg,1299.0
439,520,lenovo,legion y720-15ikb,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd +  1tb hdd,nvidia geforce 1060,windows 10,3.2kg,1399.0
440,1053,hp,probook 450,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,2.04kg,979.0
441,172,lenovo,ideapad 320-15ast,notebook,15.6,1366x768,amd a6 9220 2.5ghz,4gb,500gb hdd,amd radeon r4,no os,2.2kg,309.0
442,493,acer,aspire 5,notebook,15.6,1366x768,amd a10 9620p 2.5ghz,8gb,1tb hdd,amd radeon rx 540,windows 10,2.2kg,579.0
443,446,acer,aspire es1-572,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,linux,2.4kg,441.8
444,1011,hp,elitebook 820,ultrabook,12.5,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,1.26kg,1539.0
445,713,asus,vivobook e403na,notebook,14.0,full hd 1920x1080,intel celeron dual core n3350 1.1ghz,4gb,32gb flash storage,intel hd graphics 500,windows 10,1.5kg,298.0
446,941,asus,x751sv-ty001t ,notebook,17.3,1600x900,intel pentium quad core n3710 1.6ghz,4gb,1tb hdd,nvidia geforce 920mx,windows 10,2.8kg,530.0
447,278,lenovo,ideapad 320-17isk,notebook,17.3,1600x900,intel core i3 6006u 2.0ghz,4gb,1tb hdd,intel hd graphics 520,windows 10,2.8kg,489.0
448,1282,hp,stream 11-y000na,netbook,11.6,1366x768,intel celeron dual core n3060 1.6ghz,2gb,32gb flash storage,intel hd graphics 400,windows 10,1.17kg,209.0
449,801,asus,pro p2540ua-xs51,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,2.37kg,1099.0
450,1271,lenovo,yoga 900-13isk,2 in 1 convertible,13.3,ips panel quad hd+ / touchscreen 3200x1800,intel core i7 6500u 2.5ghz,16gb,512gb ssd,intel hd graphics 520,windows 10,1.3kg,1499.0
451,855,dell,latitude 5580,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,128gb ssd,intel hd graphics 620,windows 10,1.9kg,945.0
452,319,acer,travelmate b,notebook,11.6,1366x768,intel pentium quad core n3710 1.6ghz,4gb,128gb flash storage,intel hd graphics 405,windows 10,1.4kg,485.0
453,79,hp,probook 470,notebook,17.3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 930mx,windows 10,2.5kg,977.0
454,52,hp,255 g6,notebook,15.6,full hd 1920x1080,amd a6 9220 2.5ghz,4gb,256gb ssd,amd radeon r4,windows 10,1.86kg,398.49
455,317,lenovo,thinkpad 13,notebook,13.3,1366x768,intel celeron dual core 3855u 1.6ghz,4gb,16gb flash storage,intel hd graphics 510,chrome os,1.45kg,459.9
456,66,hp,250 g6,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4gb,500gb hdd,amd radeon 520,windows 10,1.86kg,438.69
457,111,dell,xps 13,ultrabook,13.3,quad hd+ / touchscreen 3200x1800,intel core i7 7560u 2.4ghz,8gb,256gb ssd,intel iris plus graphics 640,windows 10,1.23kg,1379.0
